chain-9_chain-10,chain-7_chain-8,chain-8_chain-9
"('chain-8', 0.39449431451826167)","('chain-7', 0.3039016977259118)","('chain-9', 0.22938177695669404)","('chain-10', 0.07222221079913238)","('chain-9-db', 0.0)","('home-cluster-node3', 0.0)","('chain-10-db', 0.0)","('home-cluster-node1', 0.0)","('chain-8-db', 0.0)"
"('chain-8', 0.39449431451826167)","('chain-7', 0.3039016977259118)","('chain-9', 0.22938177695669404)","('chain-10', 0.07222221079913238)","('chain-9-db', 0.0)","('chain-10-db', 0.0)","('chain-8-db', 0.0)"
