front-end_orders,front-end_user,orders_user
"('front-end', 0.5797461005865454)","('user', 0.2318685044901262)","('orders', 0.18838539492332848)","('orders-db', 0.0)","('carts', 0.0)","('payment', 0.0)","('shipping', 0.0)","('home-cluster-node2', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)"
"('front-end', 0.5797461005865454)","('user', 0.2318685044901262)","('orders', 0.18838539492332848)","('orders-db', 0.0)","('carts', 0.0)","('payment', 0.0)","('shipping', 0.0)","('user-db', 0.0)"
